time,src,dst,event,size
0.002099,3,3,3,402
0.002501,1,1,1,402
0.002501,2,2,1,402
0.004853,3,3,3,610
0.005456,2,2,3,465
0.005463,1,1,1,610
0.005463,2,2,1,610
0.005929,1,1,1,465
0.005929,3,3,1,465
0.007156,1,1,3,865
0.007946,2,2,3,753
0.008021,3,3,1,865
0.008021,2,2,1,865
0.008775,1,1,1,753
0.008775,3,3,1,753
0.009220,2,2,3,1111
0.010331,1,1,1,1111
0.010331,3,3,1,1111
0.010743,3,3,3,390
0.011133,1,1,1,390
0.011133,2,2,1,390
0.012925,2,2,3,1435
0.014360,1,1,1,1435
0.014360,3,3,1,1435
0.016338,1,1,3,1320
0.017658,3,3,1,1320
0.017658,2,2,1,1320
0.017766,1,1,3,1074
0.018840,3,3,1,1074
0.018840,2,2,1,1074
0.019316,2,2,3,1009
0.019994,3,3,3,176
0.020325,1,1,1,1009
0.020325,3,3,1,1009
0.020502,1,1,1,176
0.020502,2,2,1,176
0.021774,2,2,3,904
0.022184,3,3,3,1412
0.022678,1,1,1,904
0.022678,3,3,1,904
0.024091,1,1,1,1412
0.024091,2,2,1,1412
0.024677,3,3,3,1268
0.025838,3,3,3,1182
0.025945,1,1,1,1268
0.025945,2,2,1,1268
0.026577,1,1,3,52
0.026629,3,3,2,52
0.026629,2,2,2,52
0.027128,1,1,2,1182
0.027128,2,2,2,1182
0.028898,3,3,3,602
0.029500,1,1,1,602
0.029500,2,2,1,602
0.031166,2,2,3,986
0.031170,2,2,3,737
0.031469,1,1,3,380
0.032152,1,1,1,986
0.032152,3,3,1,986
0.032533,3,3,2,380
0.032533,2,2,2,380
0.032890,1,1,2,737
0.032890,3,3,2,737
0.032982,1,1,3,1275
0.033798,1,1,3,842
0.034257,3,3,1,1275
0.034257,2,2,1,1275
0.034846,1,1,3,1414
0.035100,3,3,1,842
0.035100,2,2,2,842
0.035598,3,3,3,672
0.035921,3,3,3,489
0.036515,3,3,1,1414
0.036515,2,2,1,1414
0.037188,1,1,1,672
0.037188,2,2,1,672
0.037678,1,1,1,489
0.037678,2,2,2,489
