time,src,dst,event,size
0.000827,3,3,3,402
0.001229,1,1,1,402
0.001229,2,2,1,402
0.001912,3,3,3,610
0.002149,2,2,3,465
0.002522,1,1,1,610
0.002522,2,2,1,610
0.002819,1,1,3,865
0.002988,1,1,1,465
0.002988,3,3,1,465
0.003130,2,2,3,753
0.003632,2,2,3,1111
0.003854,3,3,1,865
0.003854,2,2,1,865
0.004232,3,3,3,390
0.004608,1,1,1,753
0.004608,3,3,1,753
0.004999,1,1,2,390
0.004999,2,2,2,390
0.005092,2,2,3,1435
0.005720,1,1,2,1111
0.005720,3,3,2,1111
0.006436,1,1,3,1320
0.006999,1,1,3,1074
0.007156,1,1,1,1435
0.007156,3,3,1,1435
0.007609,2,2,3,1009
0.007876,3,3,3,176
0.008477,3,3,1,1320
0.008477,2,2,1,1320
0.008578,2,2,3,904
0.008654,1,1,2,176
0.008654,2,2,2,176
0.008739,3,3,3,1412
0.009487,1,1,2,1009
0.009487,3,3,2,1009
0.009552,3,3,2,1074
0.009552,2,2,2,1074
0.009721,3,3,3,1268
0.010151,1,1,2,1412
0.010151,2,2,2,1412
0.010178,3,3,3,1182
0.010392,1,1,2,904
0.010392,3,3,2,904
0.010470,1,1,3,52
0.010522,3,3,2,52
0.010522,2,2,2,52
0.011384,3,3,3,602
0.011420,1,1,2,1268
0.011420,2,2,2,1268
0.012278,2,2,3,986
0.012279,2,2,3,737
0.012397,1,1,3,380
0.012603,1,1,1,1182
0.012603,2,2,1,1182
0.012984,3,3,2,380
0.012984,2,2,2,380
0.012993,1,1,3,1275
0.013206,1,1,2,602
0.013206,2,2,2,602
0.013314,1,1,3,842
0.013590,1,1,2,986
0.013590,3,3,2,986
0.013727,1,1,3,1414
0.014023,3,3,3,672
0.014151,3,3,3,489
0.014268,3,3,2,1275
0.014268,2,2,2,1275
0.014328,1,1,2,737
0.014328,3,3,2,737
0.014695,1,1,2,672
0.014695,2,2,2,672
0.015111,3,3,2,842
0.015111,2,2,2,842
0.015185,1,1,2,489
0.015185,2,2,2,489
0.015225,3,3,3,1364
0.015343,2,2,3,819
0.015400,3,3,3,814
0.016162,1,1,2,819
0.016162,3,3,2,819
0.016190,1,1,3,804
0.016526,3,3,2,1414
0.016526,2,2,2,1414
0.016589,1,1,2,1364
0.016589,2,2,2,1364
0.017201,2,2,3,893
0.017331,3,3,2,804
0.017331,2,2,2,804
0.017404,1,1,2,814
0.017404,2,2,2,814
0.017952,3,3,3,667
0.018094,1,1,2,893
0.018094,3,3,2,893
0.018543,2,2,3,582
0.018619,1,1,2,667
0.018619,2,2,2,667
0.019125,1,1,2,582
0.019125,3,3,2,582
0.019327,3,3,3,447
0.019645,3,3,3,299
0.019774,1,1,1,447
0.019774,2,2,1,447
0.019841,2,2,3,970
0.020074,1,1,1,299
0.020074,2,2,1,299
0.020822,2,2,3,160
0.021045,1,1,1,970
0.021045,3,3,1,970
0.021082,3,3,3,1284
0.021206,1,1,1,160
0.021206,3,3,1,160
0.021220,1,1,3,1235
0.022491,1,1,1,1284
0.022491,2,2,1,1284
0.022969,2,2,3,1350
0.023727,3,3,1,1235
0.023727,2,2,1,1235
0.024148,2,2,3,591
0.024681,1,1,3,426
0.024975,3,3,3,1245
0.025078,1,1,1,1350
0.025078,3,3,1,1350
0.025505,3,3,2,426
0.025505,2,2,2,426
0.025670,1,1,2,591
0.025670,3,3,2,591
0.025999,2,2,3,874
0.026324,1,1,2,1245
0.026324,2,2,2,1245
0.026873,1,1,2,874
0.026873,3,3,2,874
0.027211,1,1,3,860
0.028071,3,3,1,860
0.028071,2,2,1,860
0.028118,1,1,3,975
0.028390,3,3,3,1341
0.029093,3,3,1,975
0.029093,2,2,1,975
0.030435,1,1,1,1341
0.030435,2,2,1,1341
0.030531,2,2,3,150
0.030681,1,1,1,150
0.030681,3,3,1,150
0.030779,3,3,3,727
