time,src,dst,event,size
0.001760,3,3,3,402
0.002162,1,1,1,402
0.002162,2,2,1,402
0.004070,3,3,3,610
0.004576,2,2,3,465
0.004680,1,1,1,610
0.004680,2,2,1,610
0.005146,1,1,1,465
0.005146,3,3,1,465
0.006002,1,1,3,865
0.006665,2,2,3,753
0.006867,3,3,1,865
0.006867,2,2,1,865
0.007621,1,1,1,753
0.007621,3,3,1,753
0.007733,2,2,3,1111
0.008844,1,1,1,1111
0.008844,3,3,1,1111
0.009010,3,3,3,390
0.009400,1,1,1,390
0.009400,2,2,1,390
0.010840,2,2,3,1435
0.012275,1,1,1,1435
0.012275,3,3,1,1435
0.013703,1,1,3,1320
0.014900,1,1,3,1074
0.015023,3,3,1,1320
0.015023,2,2,1,1320
0.016098,3,3,2,1074
0.016098,2,2,2,1074
0.016201,2,2,3,1009
0.016769,3,3,3,176
0.017210,1,1,1,1009
0.017210,3,3,1,1009
0.017387,1,1,1,176
0.017387,2,2,1,176
0.018262,2,2,3,904
0.018606,3,3,3,1412
0.019166,1,1,1,904
0.019166,3,3,1,904
0.020579,1,1,1,1412
0.020579,2,2,1,1412
0.020697,3,3,3,1268
0.021670,3,3,3,1182
0.021965,1,1,1,1268
0.021965,2,2,1,1268
0.022291,1,1,3,52
0.023148,1,1,1,1182
0.023148,2,2,1,1182
0.023201,3,3,1,52
0.023201,2,2,1,52
0.024237,3,3,3,602
0.024839,1,1,1,602
0.024839,2,2,1,602
0.026139,2,2,3,986
0.026143,2,2,3,737
0.026394,1,1,3,380
0.027125,1,1,1,986
0.027125,3,3,1,986
0.027506,3,3,2,380
0.027506,2,2,2,380
0.027662,1,1,3,1275
0.027863,1,1,2,737
0.027863,3,3,2,737
0.028346,1,1,3,842
0.028937,3,3,2,1275
0.028937,2,2,2,1275
0.029226,1,1,3,1414
0.029780,3,3,1,842
0.029780,2,2,1,842
0.029856,3,3,3,672
0.030127,3,3,3,489
0.030528,1,1,2,672
0.030528,2,2,2,672
0.031018,1,1,2,489
0.031018,2,2,2,489
0.031195,3,3,2,1414
0.031195,2,2,2,1414
0.032415,3,3,3,1364
0.032665,2,2,3,819
0.032787,3,3,3,814
0.033779,1,1,1,1364
0.033779,2,2,1,1364
0.034469,1,1,3,804
0.034594,1,1,2,814
0.034594,2,2,2,814
0.034599,1,1,2,819
0.034599,3,3,2,819
0.035404,3,3,1,804
0.035404,2,2,1,804
0.036620,2,2,3,893
0.037513,1,1,1,893
0.037514,3,3,1,893
0.038221,3,3,3,667
0.038888,1,1,1,667
0.038888,2,2,1,667
0.039478,2,2,3,582
0.040060,1,1,1,582
0.040060,3,3,1,582
0.041147,3,3,3,447
0.041594,1,1,1,447
0.041594,2,2,1,447
0.041824,3,3,3,299
0.042123,1,1,1,299
0.042123,2,2,1,299
0.042243,2,2,3,970
0.043213,1,1,1,970
0.043213,3,3,1,970
0.044331,2,2,3,160
0.044491,1,1,1,160
0.044491,3,3,1,160
0.044885,3,3,3,1284
0.045178,1,1,3,1235
0.046169,1,1,1,1284
0.046169,2,2,1,1284
0.047405,3,3,1,1235
0.047405,2,2,1,1235
0.048903,2,2,3,1350
0.050253,1,1,1,1350
0.050253,3,3,1,1350
0.051412,2,2,3,591
0.052003,1,1,1,591
0.052003,3,3,1,591
0.052548,1,1,3,426
0.052974,3,3,1,426
0.052974,2,2,1,426
0.053172,3,3,3,1245
0.054417,1,1,1,1245
0.054417,2,2,1,1245
0.055353,2,2,3,874
0.056227,1,1,1,874
0.056227,3,3,1,874
0.057932,1,1,3,860
0.058793,3,3,1,860
0.058793,2,2,1,860
0.059864,1,1,3,975
0.060443,3,3,3,1341
0.060839,3,3,1,975
0.060839,2,2,1,975
0.062181,1,1,1,1341
0.062181,2,2,1,1341
0.065001,2,2,3,150
0.065151,1,1,1,150
0.065151,3,3,1,150
0.065529,3,3,3,727
0.066256,1,1,1,727
0.066256,2,2,1,727
0.068062,2,2,3,1239
0.068737,3,3,3,1077
0.068960,2,2,3,347
0.069139,3,3,3,507
0.069301,1,1,1,1239
0.069301,3,3,1,1239
0.069649,1,1,2,347
0.069649,3,3,2,347
0.070379,1,1,2,1077
0.070379,2,2,2,1077
0.070887,1,1,1,507
0.070887,2,2,1,507
0.074066,2,2,3,176
0.074242,1,1,1,176
0.074242,3,3,1,176
0.074576,2,2,3,1028
0.074598,3,3,3,851
0.074725,2,2,3,795
0.075604,1,1,1,1028
0.075604,3,3,1,1028
0.076400,1,1,2,795
0.076400,3,3,2,795
0.076456,1,1,2,851
0.076456,2,2,2,851
0.077890,1,1,3,70
0.077960,3,3,1,70
0.077960,2,2,1,70
0.078407,2,2,3,898
0.079305,1,1,1,898
0.079305,3,3,1,898
0.081142,1,1,3,591
0.081174,2,2,3,1432
0.081294,2,2,3,63
0.081733,3,3,1,591
0.081733,2,2,1,591
0.082367,3,3,3,296
0.082633,1,1,3,333
0.082793,3,3,3,1370
0.082868,3,3,3,640
0.082868,3,3,4,640
0.083166,1,1,1,1432
0.083166,3,3,1,1432
