time,src,dst,event,size
0.001331,3,3,3,402
0.001733,1,1,1,402
0.001733,2,2,1,402
0.003077,3,3,3,610
0.003460,2,2,3,465
0.003687,1,1,1,610
0.003687,2,2,1,610
0.004153,1,1,1,465
0.004153,3,3,1,465
0.004538,1,1,3,865
0.005039,2,2,3,753
0.005403,3,3,1,865
0.005403,2,2,1,865
0.005847,2,2,3,1111
0.006157,1,1,1,753
0.006157,3,3,1,753
0.006813,3,3,3,390
0.007269,1,1,2,1111
0.007269,3,3,1,1111
0.007660,1,1,1,390
0.007660,2,2,1,390
0.008196,2,2,3,1435
0.009631,1,1,1,1435
0.009631,3,3,1,1435
0.010360,1,1,3,1320
0.011266,1,1,3,1074
0.011680,3,3,1,1320
0.011680,2,2,1,1320
0.012249,2,2,3,1009
0.012679,3,3,3,176
0.012755,3,3,2,1074
0.012755,2,2,2,1074
0.012855,1,1,2,176
0.012855,2,2,2,176
0.013258,1,1,2,1009
0.013258,3,3,2,1009
0.013808,2,2,3,904
0.014068,3,3,3,1412
0.014712,1,1,1,904
0.014712,3,3,1,904
0.015649,3,3,3,1268
0.016125,1,1,1,1412
0.016125,2,2,1,1412
0.016385,3,3,3,1182
0.016854,1,1,3,52
0.017394,1,1,1,1268
0.017394,2,2,2,1268
0.017447,3,3,2,52
0.017447,2,2,2,52
0.018325,3,3,3,602
0.018577,1,1,2,1182
0.018577,2,2,2,1182
0.019180,1,1,1,602
0.019180,2,2,2,602
0.019764,2,2,3,986
0.019767,2,2,3,737
0.019956,1,1,3,380
0.020750,1,1,1,986
0.020750,3,3,1,986
0.020916,1,1,3,1275
0.021131,3,3,2,380
0.021131,2,2,2,380
0.021433,1,1,3,842
0.021488,1,1,2,737
0.021488,3,3,2,737
0.022098,1,1,3,1414
0.022407,3,3,2,1275
0.022407,2,2,2,1275
0.022574,3,3,3,672
0.022779,3,3,3,489
0.023250,3,3,1,842
0.023250,2,2,1,842
0.023923,1,1,2,672
0.023923,2,2,2,672
0.024413,1,1,2,489
0.024413,2,2,2,489
0.024509,3,3,3,1364
0.024665,3,3,2,1414
0.024665,2,2,2,1414
0.024698,2,2,3,819
0.024790,3,3,3,814
0.025517,1,1,2,819
0.025517,3,3,2,819
0.025873,1,1,2,1364
0.025873,2,2,2,1364
0.026062,1,1,3,804
0.026688,1,1,1,814
0.026688,2,2,1,814
0.027493,3,3,1,804
0.027493,2,2,1,804
0.027689,2,2,3,893
0.028582,1,1,1,893
0.028582,3,3,1,893
0.028899,3,3,3,667
0.029566,1,1,1,667
0.029566,2,2,1,667
0.029849,2,2,3,582
0.030431,1,1,1,582
0.030431,3,3,1,582
0.031111,3,3,3,447
0.031558,1,1,1,447
0.031558,2,2,1,447
0.031623,3,3,3,299
0.031922,1,1,1,299
0.031922,2,2,1,299
0.031940,2,2,3,970
0.032910,1,1,1,970
0.032910,3,3,1,970
0.033519,2,2,3,160
0.033679,1,1,1,160
0.033679,3,3,1,160
0.033937,3,3,3,1284
0.034159,1,1,3,1235
0.035221,1,1,1,1284
0.035221,2,2,1,1284
0.036457,3,3,1,1235
0.036457,2,2,1,1235
0.036975,2,2,3,1350
0.038325,1,1,1,1350
0.038325,3,3,1,1350
0.038872,2,2,3,591
0.039463,1,1,1,591
0.039463,3,3,1,591
0.039731,1,1,3,426
0.040157,3,3,1,426
0.040157,2,2,1,426
0.040203,3,3,3,1245
0.041448,1,1,1,1245
0.041448,2,2,1,1245
0.041852,2,2,3,874
0.042726,1,1,1,874
0.042726,3,3,1,874
0.043803,1,1,3,860
0.044663,3,3,1,860
0.044663,2,2,1,860
0.045263,1,1,3,975
0.045701,3,3,3,1341
0.046238,3,3,1,975
0.046238,2,2,1,975
0.047580,1,1,1,1341
0.047580,2,2,1,1341
0.049147,2,2,3,150
0.049297,1,1,1,150
0.049297,3,3,1,150
0.049546,3,3,3,727
0.050273,1,1,1,727
0.050273,2,2,1,727
0.051461,2,2,3,1239
0.051972,3,3,3,1077
0.052141,2,2,3,347
0.052276,3,3,3,507
0.052700,1,1,1,1239
0.052700,3,3,1,1239
0.053048,1,1,2,347
0.053048,3,3,2,347
0.053778,1,1,2,1077
0.053778,2,2,2,1077
0.054286,1,1,1,507
0.054286,2,2,1,507
0.056001,2,2,3,176
0.056177,1,1,1,176
0.056177,3,3,1,176
0.056387,2,2,3,1028
0.056404,3,3,3,851
0.056500,2,2,3,795
0.057415,1,1,1,1028
0.057415,3,3,1,1028
0.058211,1,1,2,795
0.058211,3,3,2,795
0.058267,1,1,2,851
0.058267,2,2,2,851
0.058893,1,1,3,70
0.058963,3,3,1,70
0.058963,2,2,1,70
0.059283,2,2,3,898
0.060181,1,1,1,898
0.060181,3,3,1,898
0.061351,1,1,3,591
0.061376,2,2,3,1432
0.061466,2,2,3,63
0.061942,3,3,1,591
0.061942,2,2,1,591
0.062277,3,3,3,296
0.062478,1,1,3,333
0.062600,3,3,3,1370
0.062656,3,3,3,640
0.062656,3,3,4,640
0.062917,3,3,3,403
0.062917,3,3,4,403
0.063375,1,1,1,1432
0.063375,3,3,1,1432
0.063439,1,1,2,63
0.063439,3,3,2,63
0.063526,3,3,3,956
0.063672,1,1,2,296
0.063672,2,2,2,296
0.063709,3,3,2,333
0.063709,2,2,2,333
0.064577,3,3,3,289
0.065043,1,1,2,1370
0.065043,2,2,2,1370
0.066000,1,1,1,956
0.066000,2,2,1,956
0.066286,3,3,3,88
0.066290,1,1,1,289
0.066290,2,2,2,289
0.066379,1,1,2,88
0.066379,2,2,1,88
0.066413,1,1,3,1443
0.066545,3,3,3,544
0.066955,1,1,3,1229
0.067856,3,3,1,1443
0.067856,2,2,1,1443
0.068401,1,1,2,544
0.068401,2,2,2,544
0.069086,3,3,2,1229
0.069086,2,2,2,1229
0.069381,2,2,3,274
0.069655,1,1,1,274
0.069655,3,3,1,274
0.069753,3,3,3,1412
0.069899,3,3,3,998
0.071165,1,1,1,1412
0.071165,2,2,1,1412
0.072104,2,2,3,521
0.072164,1,1,2,998
0.072164,2,2,2,998
0.072625,1,1,2,521
0.072625,3,3,2,521
0.072808,2,2,3,884
0.073070,1,1,3,282
0.073692,1,1,1,884
0.073692,3,3,1,884
0.073975,3,3,1,282
0.073975,2,2,1,282
0.074233,2,2,3,617
0.074453,3,3,3,758
0.074626,1,1,3,542
0.074850,1,1,1,617
0.074850,3,3,1,617
0.075363,3,3,3,390
0.075393,3,3,2,542
0.075393,2,2,2,542
0.075609,1,1,2,758
0.075609,2,2,2,758
0.076000,1,1,1,390
0.076000,2,2,2,390
0.076286,2,2,3,50
0.076336,1,1,1,50
0.076336,3,3,1,50
0.077369,3,3,3,512
0.077483,3,3,3,433
0.077881,1,1,1,512
0.077881,2,2,1,512
0.078153,3,3,3,1393
0.078315,1,1,1,433
0.078315,2,2,1,433
0.079060,1,1,3,443
0.079212,3,3,3,1384
0.079503,3,3,2,443
0.079503,2,2,2,443
0.079586,2,2,3,919
0.079709,1,1,2,1393
0.079709,2,2,2,1393
0.080145,1,1,3,586
0.080505,1,1,2,919
0.080505,3,3,2,919
0.080731,3,3,2,586
0.080731,2,2,2,586
0.081094,1,1,2,1384
0.081094,2,2,2,1384
0.081451,1,1,3,961
0.081454,1,1,3,307
0.081662,3,3,3,374
0.082412,3,3,1,961
0.082412,2,2,1,961
0.082447,1,1,3,573
0.082653,2,2,3,843
0.082720,3,3,2,307
0.082720,2,2,2,307
0.082787,1,1,2,374
0.082787,2,2,2,374
0.083294,3,3,2,573
0.083294,2,2,2,573
0.083959,2,2,3,606
0.084136,3,3,3,629
0.084138,1,1,1,843
0.084138,3,3,1,843
0.084745,1,1,2,606
0.084745,3,3,2,606
0.084768,1,1,2,629
0.084768,2,2,2,629
0.086783,3,3,3,99
0.086882,1,1,1,99
0.086882,2,2,1,99
0.086910,2,2,3,402
0.087312,1,1,1,402
0.087312,3,3,1,402
0.087329,2,2,3,785
0.087527,1,1,3,834
0.088114,1,1,1,785
0.088114,3,3,1,785
0.088221,3,3,3,1294
0.088949,3,3,1,834
0.088949,2,2,1,834
0.088958,2,2,3,478
0.089885,3,3,3,1187
0.090244,1,1,1,1294
0.090244,2,2,1,1294
0.090492,2,2,3,1192
0.090723,1,1,2,478
0.090723,3,3,2,478
0.090963,1,1,3,1459
0.091000,2,2,3,151
0.091432,1,1,2,1187
0.091432,2,2,2,1187
0.091916,1,1,2,1192
0.091916,3,3,2,1192
0.092068,1,1,2,151
0.092068,3,3,2,151
0.092422,3,3,2,1459
0.092422,2,2,2,1459
0.093408,1,1,3,1441
0.094154,2,2,3,1001
0.094661,1,1,3,337
0.094849,3,3,1,1441
0.094849,2,2,1,1441
0.094957,3,3,3,35
0.095081,2,2,3,786
0.095187,3,3,2,337
0.095187,2,2,2,337
0.095332,2,2,3,202
0.095851,1,1,2,1001
0.095851,3,3,2,1001
0.095887,1,1,2,35
0.095887,2,2,2,35
0.096638,1,1,2,786
0.096638,3,3,2,786
0.096841,1,1,2,202
0.096841,3,3,1,202
0.097743,1,1,3,1280
0.097887,2,2,3,1429
0.098145,2,2,3,1251
0.098544,1,1,3,148
0.099023,3,3,1,1280
0.099023,2,2,1,1280
0.099172,3,3,2,148
0.099172,2,2,2,148
0.099177,3,3,3,679
0.099328,1,1,3,1262
0.099377,2,2,3,776
0.099677,1,1,3,528
0.099856,1,1,2,679
0.099856,2,2,2,679
0.100453,1,1,2,1429
0.100453,3,3,2,1429
0.100590,3,3,2,1262
0.100590,2,2,2,1262
0.101119,3,3,2,528
0.101119,2,2,2,528
0.101705,1,1,2,1251
0.101705,3,3,2,1251
0.101943,2,2,3,430
0.101989,2,2,3,90
0.102482,1,1,1,776
0.102482,3,3,1,776
0.102913,1,1,2,430
0.102913,3,3,1,430
0.103004,1,1,1,90
0.103004,3,3,2,90
0.103011,3,3,3,829
0.103840,1,1,1,829
0.103840,2,2,1,829
0.104688,1,1,3,1372
0.104775,2,2,3,92
0.106060,3,3,1,1372
0.106060,2,2,1,1372
0.106153,1,1,1,92
0.106153,3,3,1,92
0.108148,2,2,3,1033
0.109181,1,1,1,1033
0.109181,3,3,1,1033
0.110152,3,3,3,1049
0.110557,1,1,3,946
0.110746,2,2,3,800
0.111201,1,1,1,1049
0.111201,2,2,1,1049
0.111315,2,2,3,870
0.111337,2,2,3,248
0.111694,1,1,3,1160
0.112002,1,1,2,800
0.112002,3,3,2,800
0.112148,3,3,2,946
0.112148,2,2,2,946
0.112326,2,2,3,515
0.112873,1,1,2,870
0.112873,3,3,2,870
0.113122,1,1,2,248
0.113122,3,3,2,248
0.113309,3,3,2,1160
0.113309,2,2,2,1160
0.113638,1,1,2,515
0.113638,3,3,2,515
0.114689,2,2,3,91
0.114780,1,1,1,91
0.114780,3,3,1,91
0.114785,1,1,3,1434
0.115126,2,2,3,596
0.115619,1,1,3,451
0.115835,3,3,3,374
0.115956,3,3,3,288
0.116219,3,3,1,1434
0.116219,2,2,1,1434
0.116594,1,1,2,374
0.116594,2,2,2,374
0.116671,3,3,2,451
0.116671,2,2,2,451
0.116816,1,1,2,596
0.116816,3,3,2,596
0.116883,1,1,2,288
0.116883,2,2,2,288
0.117065,2,2,3,133
0.117198,1,1,1,133
0.117198,3,3,1,133
0.117205,1,1,3,501
0.117706,3,3,1,501
0.117706,2,2,1,501
0.117762,3,3,3,174
0.117936,1,1,1,174
0.117936,2,2,1,174
0.118324,2,2,3,709
0.118512,1,1,3,1426
0.119033,1,1,1,709
0.119033,3,3,1,709
0.119539,1,1,3,716
0.120460,3,3,1,1426
0.120460,2,2,1,1426
0.121177,3,3,1,716
0.121177,2,2,1,716
0.122472,1,1,3,641
0.122807,2,2,3,1081
0.123113,3,3,1,641
0.123113,2,2,1,641
0.123348,1,1,3,1345
0.123599,3,3,3,568
0.124195,1,1,1,1081
0.124195,3,3,1,1081
0.124764,1,1,2,568
0.124764,2,2,2,568
0.125541,3,3,2,1345
0.125541,2,2,2,1345
0.125752,1,1,3,944
0.125918,1,1,3,153
0.126696,3,3,1,944
0.126696,2,2,1,944
0.126850,3,3,2,153
0.126850,2,2,1,153
0.128290,2,2,3,119
0.128309,2,2,3,594
0.128409,1,1,1,119
0.128409,3,3,1,119
0.129004,1,1,2,594
0.129004,3,3,2,594
0.129298,1,1,3,673
0.129971,3,3,1,673
0.129971,2,2,1,673
0.130094,2,2,3,867
0.130934,1,1,3,636
0.130961,1,1,1,867
0.130961,3,3,1,867
0.131598,3,3,1,636
0.131598,2,2,1,636
0.132054,1,1,3,1444
0.132553,3,3,3,1142
0.132792,1,1,3,544
0.132868,2,2,3,1265
0.132953,1,1,3,1321
0.133498,3,3,1,1444
0.133498,2,2,1,1444
0.133930,3,3,3,999
0.134043,3,3,2,544
0.134043,2,2,2,544
0.134238,3,3,3,600
0.134418,1,1,3,92
0.134641,1,1,2,1142
0.134641,2,2,2,1142
0.134764,1,1,2,1265
0.134764,3,3,2,1265
0.134805,3,3,3,340
0.135191,3,3,3,315
0.135191,3,3,4,315
0.135365,3,3,2,1321
0.135365,2,2,2,1321
0.135458,3,3,2,92
0.135458,2,2,2,92
0.135641,1,1,2,999
0.135641,2,2,2,999
0.135821,2,2,3,812
0.136221,2,2,3,1444
0.136242,1,1,1,600
0.136242,2,2,1,600
0.136349,3,3,3,244
0.136583,1,1,2,340
0.136583,2,2,2,340
0.136828,1,1,2,244
0.136828,2,2,2,244
0.137055,1,1,2,812
0.137055,3,3,2,812
0.137619,3,3,3,1003
0.138500,1,1,2,1444
0.138500,3,3,1,1444
0.139504,1,1,1,1003
0.139504,2,2,1,1003
0.141627,1,1,3,739
0.142366,3,3,1,739
0.142366,2,2,1,739
0.142743,3,3,3,492
0.143235,1,1,1,492
0.143235,2,2,1,492
0.144426,3,3,3,744
0.145170,1,1,1,744
0.145170,2,2,1,744
0.146157,2,2,3,320
0.146477,1,1,1,320
0.146477,3,3,1,320
0.147131,3,3,3,344
0.147475,1,1,1,344
0.147475,2,2,1,344
0.147699,1,1,3,1407
0.148145,3,3,3,1200
0.148233,3,3,3,244
0.148452,2,2,3,1152
0.148957,3,3,3,864
0.148957,3,3,4,864
0.149106,3,3,1,1407
0.149106,2,2,1,1407
0.150259,1,1,2,1152
0.150259,3,3,2,1152
0.150307,1,1,2,1200
0.150307,2,2,2,1200
0.150552,1,1,1,244
0.150552,2,2,1,244
0.152046,3,3,3,1184
0.152213,3,3,3,153
0.152958,2,2,3,88
0.153230,1,1,1,1184
0.153230,2,2,1,1184
0.153291,1,1,3,90
0.153319,1,1,2,88
0.153319,3,3,2,88
0.153328,1,1,3,1237
0.153381,3,3,2,90
0.153381,2,2,2,90
0.153384,1,1,2,153
0.153384,2,2,2,153
0.153580,2,2,3,261
0.153841,1,1,2,261
0.153841,3,3,2,261
0.153973,2,2,3,969
0.154307,1,1,3,753
0.154619,3,3,2,1237
0.154619,2,2,2,1237
0.154942,1,1,2,969
0.154942,3,3,2,969
0.155373,3,3,2,753
0.155373,2,2,2,753
0.157169,3,3,3,749
0.157918,1,1,1,749
0.157918,2,2,1,749
0.159249,3,3,3,1001
0.159950,1,1,3,1114
0.160250,1,1,1,1001
0.160250,2,2,1,1001
0.161365,3,3,1,1114
0.161365,2,2,1,1114
0.162414,2,2,3,1099
0.163238,3,3,3,326
0.163513,1,1,1,1099
0.163513,3,3,1,1099
0.163840,1,1,1,326
0.163840,2,2,1,326
0.165108,3,3,3,887
0.165995,1,1,1,887
0.165995,2,2,1,887
0.168175,2,2,3,721
0.168896,1,1,1,721
0.168896,3,3,1,721
0.169369,3,3,3,587
0.169956,1,1,1,587
0.169956,2,2,1,587
0.171316,1,1,3,1248
0.171522,3,3,3,970
0.171522,3,3,3,292
0.171994,2,2,3,395
0.172160,2,2,3,1260
0.172564,3,3,1,1248
0.172564,2,2,1,1248
0.172960,1,1,2,395
0.172960,3,3,2,395
0.173247,3,3,3,464
0.173535,1,1,2,970
0.173535,2,2,2,970
0.173828,1,1,2,292
0.173828,2,2,2,292
0.174221,1,1,2,1260
0.174221,3,3,2,1260
0.174293,1,1,2,464
0.174293,2,2,2,464
0.174526,3,3,3,1189
0.174683,3,3,3,947
0.175015,3,3,3,442
0.175218,1,1,3,111
0.175307,1,1,3,629
0.175715,1,1,1,1189
0.175715,2,2,1,1189
0.175827,3,3,2,111
0.175827,2,2,2,111
0.176457,3,3,2,629
0.176457,2,2,2,629
0.176663,1,1,2,947
0.176663,2,2,2,947
0.176958,1,1,3,1265
0.177106,1,1,1,442
0.177106,2,2,1,442
0.178372,3,3,1,1265
0.178372,2,2,1,1265
0.179144,2,2,3,994
0.179336,3,3,3,1441
0.179545,2,2,3,906
0.180039,1,1,3,99
0.180138,1,1,1,994
0.180138,3,3,1,994
0.180238,3,3,2,99
0.180238,2,2,2,99
0.180627,3,3,3,248
0.180708,3,3,3,914
0.180737,2,2,3,182
0.181045,1,1,2,906
0.181045,3,3,2,906
0.181228,1,1,2,182
0.181228,3,3,2,182
0.181580,1,1,2,1441
0.181580,2,2,2,1441
0.181591,1,1,3,527
0.181829,1,1,1,248
0.181829,2,2,1,248
0.182357,3,3,2,527
0.182357,2,2,2,527
0.182680,2,2,3,1141
0.182744,1,1,2,914
0.182744,2,2,2,914
0.182770,1,1,3,1290
0.183133,3,3,3,699
0.183886,1,1,1,1141
0.183886,3,3,1,1141
0.184324,2,2,3,514
0.184586,1,1,2,699
0.184586,2,2,2,699
0.184648,2,2,3,1007
0.185068,1,1,3,1158
0.185177,3,3,2,1290
0.185177,2,2,2,1290
0.185399,1,1,3,1334
0.185573,3,3,3,1341
0.185692,1,1,2,514
0.185692,3,3,2,514
0.186336,3,3,2,1158
